obsTime	obsValue	obsYear	obsQtr
1997-Q3	66.7	1997	3
1997-Q4	67.3	1997	4
1998-Q1	67.8	1998	1
1998-Q2	68.2	1998	2
1998-Q3	68.9	1998	3
1998-Q4	69.3	1998	4
1999-Q1	70	1999	1
1999-Q2	70.3	1999	2
1999-Q3	71	1999	3
1999-Q4	71.4	1999	4
2000-Q1	71.9	2000	1
2000-Q2	72.3	2000	2
2000-Q3	73.2	2000	3
2000-Q4	73.8	2000	4
2001-Q1	74.6	2001	1
2001-Q2	75	2001	2
2001-Q3	75.8	2001	3
2001-Q4	76.4	2001	4
2002-Q1	76.9	2002	1
2002-Q2	77.4	2002	2
2002-Q3	78.3	2002	3
2002-Q4	78.9	2002	4
2003-Q1	79.7	2003	1
2003-Q2	80.1	2003	2
2003-Q3	81.1	2003	3
2003-Q4	81.9	2003	4
2004-Q1	82.5	2004	1
2004-Q2	82.9	2004	2
2004-Q3	84	2004	3
2004-Q4	84.8	2004	4
2005-Q1	85.7	2005	1
2005-Q2	86.3	2005	2
2005-Q3	87.5	2005	3
2005-Q4	88.3	2005	4
2006-Q1	89.2	2006	1
2006-Q2	89.9	2006	2
2006-Q3	90.9	2006	3
2006-Q4	91.8	2006	4
2007-Q1	92.8	2007	1
2007-Q2	93.5	2007	2
2007-Q3	94.8	2007	3
2007-Q4	95.7	2007	4
2008-Q1	96.6	2008	1
2008-Q2	97.5	2008	2
2008-Q3	98.6	2008	3
2008-Q4	99.8	2008	4
2009-Q1	100.5	2009	1
2009-Q2	101.1	2009	2
2009-Q3	102	2009	3
2009-Q4	102.7	2009	4
2010-Q1	103.6	2010	1
2010-Q2	104.2	2010	2
2010-Q3	105.7	2010	3
2010-Q4	106.6	2010	4
2011-Q1	107.6	2011	1
2011-Q2	108.2	2011	2
2011-Q3	109.5	2011	3
2011-Q4	110.5	2011	4
2012-Q1	111.4	2012	1
2012-Q2	112.2	2012	2
2012-Q3	113.5	2012	3
2012-Q4	114.3	2012	4
2013-Q1	115	2013	1
2013-Q2	115.5	2013	2
2013-Q3	116.6	2013	3
2013-Q4	117.2	2013	4
2014-Q1	118	2014	1
2014-Q2	118.5	2014	2
2014-Q3	119.5	2014	3
2014-Q4	120.2	2014	4
2015-Q1	120.7	2015	1
2015-Q2	121.2	2015	2
2015-Q3	122.2	2015	3
2015-Q4	122.7	2015	4
2016-Q1	123.2	2016	1
2016-Q2	123.7	2016	2
2016-Q3	124.6	2016	3
2016-Q4	125.1	2016	4
2017-Q1	125.6	2017	1
2017-Q2	126.1	2017	2
2017-Q3	127.1	2017	3
2017-Q4	127.7	2017	4
2018-Q1	128.2	2018	1
2018-Q2	128.7	2018	2
2018-Q3	130	2018	3
2018-Q4	130.6	2018	4
2019-Q1	131.2	2019	1
2019-Q2	131.8	2019	2
2019-Q3	132.9	2019	3
2019-Q4	133.5	2019	4
2020-Q1	134.1	2020	1
2020-Q2	134.1	2020	2
2020-Q3	134.7	2020	3
